town,zipcode,ecc,violentcrime_quintile,education_percentile_quintile,education_percentile,school_choice,total_mapc,house_number_symbol,lat_lon_category,lat,lon,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark,crime_percentile,max_rent_0br,max_rent_1br,max_rent_2br,max_rent_3br,max_rent_4br,max_rent_5br,max_rent_6br,town_area,x,y,school_thumbnail,school_license,school_license_url,school_description,school_artist,school_username,open_space_or_landmark_thumbnail,open_space_or_landmark_license,open_space_or_landmark_license_url,open_space_or_landmark_description,open_space_or_landmark_artist,open_space_or_landmark_username,street_thumbnail,street_license,street_license_url,street_description,street_artist,street_username,town_square_thumbnail,town_square_license,town_square_license_url,town_square_description,town_square_artist,town_square_username
Hanson,02341,0,4,3,42,0,8,1,1,42.0563,-70.8726,"Hanson is a town in Plymouth County, Massachusetts,and is one of the inland towns of the South Shore. The population was 10,209 at the 2010 census. Hanson shares a Pre-K through 12 School District (Whitman-Hanson Regional School District) with neighboring Whitman and the yearly operating assessments to both Towns are determined on the basis of Student Population. The town of Hanson owns the Hanson Middle School, and two elementary schools, Indian Head and Maquan and leases them to the Whitman Hanson Regional School District which is responsible for keeping the Buildings in Good Repair. Maquan Elementary School closed recently, and Indian Head Elementary serves students from kindergarten through fourth grades. Hanson Middle School also serves students in grades five through eight. The town sends their students to Whitman-Hanson Regional High School, which is shared with the neighboring town of Whitman.",https://www.hanson-ma.gov/,,"https://en.wikipedia.org/wiki/Hanson,_Massachusetts",,,"https://en.wikipedia.org/wiki/Hanson,_Massachusetts#/media/File:Hanson_-_Wampatuck_Pond.JPG",,35,1025,1100,1450,1800,2100,2400,2725,,-70.8726,42.0563,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Hanson_-_Wampatuck_Pond.JPG/120px-Hanson_-_Wampatuck_Pond.JPG,Cc-by-sa-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Hanson - Wampatuck Pond,"<p>T.S. Custadio <a href=""//en.wikipedia.org/wiki/User:ToddC4176"" title=""User:ToddC4176"">ToddC4176</a> 22:19, 12 March 2007 (UTC)
</p>",ToddC4176
Holbrook,02343,1,4,4,30,0,94,2,1,42.147,-71.0056,"Holbrook is a town in Norfolk County, Massachusetts. At the 2010 census, the town population was 10,791. Holbrook is situated in the Greater Boston Area, which has rail, air and highway facilities. Route 128 and Interstate 495 divide the region into inner and outer zones, which are connected by numerous ""spokes"" providing direct access to the airport, port, and intermodal facilities of Boston. Commuter rail service to South Station, Boston, is available on the Middleboro line from the Holbrook/Randolph Rail Station located on the Holbrook/Randolph Town line and Union Street (Route 139). The MBTA Red Line is accessible in Braintree and Quincy. Holbrook is a member of the Massachusetts Bay Transportation Authority (MBTA) which provides fixed bus route service to Quincy Center and Braintree Stations. Holbrook is served by the 230 Bus from Quincy Center Station. The MBTA also provides THE RIDE, a paratransit service for the elderly and disabled.",http://www.holbrookma.gov/Pages/HolbrookMA_WebDocs/departments,,"https://en.wikipedia.org/wiki/Holbrook,_Massachusetts",,,"https://commons.wikimedia.org/wiki/File:Marylou%27s_Coffee,_Holbrook_MA.jpg","https://commons.wikimedia.org/wiki/File:Holbrook_Town_Hall,_MA.jpg",33,1450,1600,1950,2425,2600,2975,3375,,-71.0056,42.147,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Holbrook_Town_Hall%2C_MA.jpg/120px-Holbrook_Town_Hall%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Holbrook Town Hall, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Marylou%27s_Coffee%2C_Holbrook_MA.jpg/120px-Marylou%27s_Coffee%2C_Holbrook_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Marylou's Coffee, Holbrook MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
Middleboro,02346,0,4,4,39,0,77,2,2,41.9054,-70.876,"Middleborough (frequently written as Middleboro) is a town in Plymouth County, Massachusetts The population was 23,116 at the 2010 census. Middleborough has its own school system, headed by a school committee and superintendent. There is one school for kindergarten children, the Memorial Early Childhood Center, housed in the old junior high. The Mary K. Goode Elementary and the Henry B. Burkland Elementary Schools serve grades 1 through 5. The John T. ""Tiger"" Nichols, Jr. Middle School (1999) serves grades 6 through 8, and the Middleborough High School serves grades 9 through 12. The nearby Middleborough/Lakeville commuter rail station of the MBTA's commuter rail system provides frequent direct service to Boston's South Station, and seasonal service to Cape Cod via the CapeFLYER train. The nearest inter-city (Amtrak) passenger rail stations are Providence, Route 128 station in Westwood and Boston's South Station.",https://www.middleborough.com/,,"https://en.wikipedia.org/wiki/Middleborough,_Massachusetts","https://commons.wikimedia.org/wiki/File:Centre_Street,_Middleborough_MA.jpg",https://commons.wikimedia.org/wiki/File:Middleboro_MA_Town_Hall.jpg,,,25,1025,1100,1450,1800,2100,2400,2725,,-70.876,41.9054,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Middleboro_MA_Town_Hall.jpg/120px-Middleboro_MA_Town_Hall.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Middleboro MA Town Hall,"T.S. Custadio aka <a href=""https://en.wikipedia.org/wiki/User:ToddC4176"" class=""extiw"" title=""en:User:ToddC4176"">ToddC4176</a> at <a class=""external text"" href=""https://en.wikipedia.org"">en.wikipedia</a>",File Upload Bot (Magnus Manske),,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Centre_Street%2C_Middleborough_MA.jpg/120px-Centre_Street%2C_Middleborough_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Centre Street, Middleborough MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Lakeville,02347,1,2,3,60,0,14,1,2,41.8718,-70.9269,"Lakeville is a town in Plymouth County, Massachusetts. The population was 10,602 at the 2010 census. Since 1959, Lakeville has shared its school department with Freetown, creating the Freetown - Lakeville Regional School District. Lakeville operates several schools for its school aged population. Assawompsett Elementary School is operated by the town for grades K-3. The George R. Austin Intermediate School is operated jointly with Freetown for grade 4 and 5. Freetown-Lakeville Middle School is operated jointly with Freetown for grades 6-8, and Apponequet Regional High School is jointly operated with Freetown for grades 9-12. In addition to its highways, the terminus of the Middleborough-Lakeville Line of the MBTA's commuter rail is along the town's border (the rail itself passes along the town line; the parking lots are entirely within Lakeville). There is also a spur off that line, heading due west to Taunton, which is operated by CSX Transportation. This spur links the two main lines of the railroad in southeastern Massachusetts; the easternmost heads to Cape Cod via the line used by the MBTA, and the westernmost proceeds to split in Taunton, sending two lines towards Fall River and New Bedford, respectively. The New Bedford line also passes through the town on its west side. ",https://www.lakevillema.org/,,"https://en.wikipedia.org/wiki/Lakeville,_Massachusetts",,,"https://commons.wikimedia.org/wiki/File:Old_Lakeville_Public_Library,_MA.jpg","https://commons.wikimedia.org/wiki/File:The_Reservoir,_North_Lakeville_MA.jpg",63,975,1050,1400,1750,2025,2325,2625,,-70.9269,41.8718,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/The_Reservoir%2C_North_Lakeville_MA.jpg/120px-The_Reservoir%2C_North_Lakeville_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"The Reservoir, North Lakeville MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Old_Lakeville_Public_Library%2C_MA.jpg/120px-Old_Lakeville_Public_Library%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Old Lakeville Public Library, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
Abington,02351,0,3,3,59,0,207,3,1,42.118,-70.959,"Abington is a town in Plymouth County, Massachusetts, 20 miles southeast of Boston. The population was 15,985 at the 2010 census. There are two main north-south routes through town, Route 18 and Route 58, the latter terminating at the former just a 0.5 miles (800 m) north of the town line. Route 123 and Route 139 run east to west through the town, with Route 139 being the more northern route. There is no freeway access to town; the town is located between Route 24 and Route 3. The former Old Colony Railroad line runs through the eastern part of town, and is currently used as a part of the Plymouth-Kingston route of the MBTA's commuter rail line. There is a stop in Abington, just southwest of the intersection of Routes 123 and 58. ",https://www.abingtonma.gov/,,"https://en.wikipedia.org/wiki/Abington,_Massachusetts","https://commons.wikimedia.org/wiki/File:Abington_MBTA_Station,_MA.jpg",,"https://en.wikipedia.org/wiki/Abington,_Massachusetts#/media/File:Abington_Town_Hall.JPG","https://commons.wikimedia.org/wiki/File:Cleveland_Pond,_Ames_Nowell_State_Park,_Abington_MA.jpg",43,950,1075,1350,1700,1950,2225,2525,,-70.959,42.118,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Cleveland_Pond%2C_Ames_Nowell_State_Park%2C_Abington_MA.jpg/120px-Cleveland_Pond%2C_Ames_Nowell_State_Park%2C_Abington_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Cleveland Pond, Ames Nowell State Park, Abington MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Abington_MBTA_Station%2C_MA.jpg/120px-Abington_MBTA_Station%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Abington MBTA Station, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Abington_Town_Hall.JPG/120px-Abington_Town_Hall.JPG,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Abington Town Hall,"T.S. Custadio <a href=""https://en.wikipedia.org/wiki/User:ToddC4176"" class=""extiw"" title=""en:User:ToddC4176"">ToddC4176</a> 20:38, 14 March 2007 (UTC)",Ramaksoud2000
Pembroke,02359,1,1,2,67,0,169,3,1,42.0653,-70.8014,"Pembroke is a town in Plymouth County, Massachusetts. The population was 17,837 at the 2010 census.  The Kingston-Route 3 line of the MBTA's Commuter Rail passes just to the southeast of town, with the nearest stops being in Hanson and Halifax. The town has three elementary schools (Bryantville, Hobomock and North Pembroke), which serve students from kindergarten through sixth grades (North Pembroke also serves pre-kindergarten classes). The Pembroke Community Middle School, located in the former Silver Lake Regional Junior High School on Route 27, serves seventh and eighth grade students.",https://www.pembroke-ma.gov/,,"https://en.wikipedia.org/wiki/Pembroke,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_14_eastbound_entering_Pembroke_MA.jpg,https://commons.wikimedia.org/wiki/File:Pembroke_MA_Town_Hall.jpg,"https://commons.wikimedia.org/wiki/File:Post_Office,_North_Pembroke_MA.jpg",,82,1675,1850,2250,2800,3000,3450,3900,,-70.8014,42.0653,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Pembroke_MA_Town_Hall.jpg/120px-Pembroke_MA_Town_Hall.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Pembroke MA Town Hall,"T.S. Custadio aka <a href=""https://en.wikipedia.org/wiki/User:ToddC4176"" class=""extiw"" title=""en:User:ToddC4176"">ToddC4176</a> at <a class=""external text"" href=""https://en.wikipedia.org"">en.wikipedia</a>",File Upload Bot (Magnus Manske),,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/MA_Route_14_eastbound_entering_Pembroke_MA.jpg/120px-MA_Route_14_eastbound_entering_Pembroke_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,MA Route 14 eastbound entering Pembroke MA,"<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Post_Office%2C_North_Pembroke_MA.jpg/120px-Post_Office%2C_North_Pembroke_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Post Office, North Pembroke MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
Plymouth,02360,0,4,4,40,0,333,3,2,41.918,-70.651,"Plymouth is a town in Plymouth County, Massachusetts. The town holds a place of great prominence in American history, folklore, and culture, and is known as ""America's Hometown."" Plymouth is located approximately 40 miles south of Boston, Massachusetts in a region known as the South Shore. Plymouth operates a large school system, with an enrollment over 8,000 students. The Plymouth School District is one of the largest in the state, operating fourteen schools. Plymouth is one of two termini of the Kingston/Plymouth Old Colony Line of the Massachusetts Bay Transportation Authority's commuter rail, providing non-peak service to Braintree and as far north as Boston's South Station. The Plymouth MBTA station is near Cordage Park in North Plymouth, along Route 3A. (The other terminus is in Kingston and has more frequent train arrivals and departures. Its station is behind the Independence Mall.) The Plymouth & Brockton Street Railway Company offers scheduled service to Logan Airport, downtown Boston, Hyannis, and Provincetown. Buses can be boarded at the commuter parking lot at exit 5 off Route 3, behind the McDonald's rest stop. The Greater Attleboro Taunton Regional Transit Authority (GATRA) operates public transportation buses known as the Plymouth Area Link (PAL) throughout much of Plymouth and Kingston.",https://www.plymouth-ma.gov/,,"https://en.wikipedia.org/wiki/Plymouth,_Massachusetts","https://commons.wikimedia.org/wiki/File:Bradford_Street,_Plymouth_MA.jpg",,,https://commons.wikimedia.org/wiki/File:Court_Street_Plymouth_MA.JPG,36,1450,1600,1950,2425,2600,2975,3375,,-70.651,41.918,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Court_Street_Plymouth_MA.JPG/120px-Court_Street_Plymouth_MA.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Court Street Plymouth MA,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Raime&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Raime (page does not exist)"">Raime</a>",Raime~commonswiki,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Bradford_Street%2C_Plymouth_MA.jpg/120px-Bradford_Street%2C_Plymouth_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Bradford Street, Plymouth MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Kingston,02364,1,3,3,42,0,61,2,1,41.9861,-70.7485,"Kingston is a coastal town in Plymouth County, Massachusetts. Massachusetts Route 3, also known as the Pilgrims Highway, runs through the eastern portion of town. Commuter rail service from Boston's South Station is provided by the MBTA with a stop in Kingston on its Plymouth/Kingston Line. Commuter bus service from Plymouth to Boston is provided by Plymouth and Brockton Street Railway Company with a stop in Kingston. Kingston is a member of the Silver Lake Regional School District along with Halifax and Plympton. Although the towns in the Silver Lake School District share a middle school and a high school, each operates their own elementary schools. Kingston operates the Kingston Elementary School and Kingston Intermediate School for students from kindergarten through sixth grade. ",https://www.kingstonmass.org/,"Kingston is a coastal town in Plymouth County, Massachusetts, United States. Massachusetts Route 3, also known as the Pilgrims Highway, runs through the eastern portion of town. Commuter rail service from Boston's South Station is provided by the MBTA with a stop in Kingston on its Plymouth/Kingston Line.[6] Commuter bus service from Plymouth to Boston is provided by Plymouth and Brockton Street Railway Company with a stop in Kingston. Kingston is a member of the Silver Lake Regional School District along with Halifax and Plympton. Although the towns in the Silver Lake School District share a middle school and a high school, each operates their own elementary schools. Kingston operates the Kingston Elementary School and Kingston Intermediate School for students from kindergarten through sixth grade. Silver Lake was recognized in 2008 by Boston Magazine as being one of the 30 smartest public high schools in Massachusetts. This is based on criteria including student achievement, college preparation, athletics programs, electives and the overall cost per community.","https://en.wikipedia.org/wiki/Kingston,_Massachusetts","https://commons.wikimedia.org/wiki/File:MA_Route_80_westbound,_Kingston_MA.jpg","https://en.wikipedia.org/wiki/Silver_Lake_Regional_High_School#/media/File:Silver_Lake_Regional_High_School,_Kingston_MA.jpg",,"https://commons.wikimedia.org/wiki/File:Kingston_Route_3_MBTA_station,_Kingston_MA.jpg",50,1450,1600,1950,2425,2600,2975,3375,,-70.7485,41.9861,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Silver_Lake_Regional_High_School%2C_Kingston_MA.jpg/120px-Silver_Lake_Regional_High_School%2C_Kingston_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Silver Lake Regional High School, Kingston MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Kingston_Route_3_MBTA_station%2C_Kingston_MA.jpg/120px-Kingston_Route_3_MBTA_station%2C_Kingston_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Kingston Route 3 MBTA station, Kingston MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/MA_Route_80_westbound%2C_Kingston_MA.jpg/120px-MA_Route_80_westbound%2C_Kingston_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"MA Route 80 westbound, Kingston MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
Plympton,02367,1,3,3,60,0,1,1,5,41.9636,-70.8101,"Plympton is a town in Plymouth County, Massachusetts. Plympton is approximately 35 mi south of Boston and east of Providence, Rhode Island. Plympton is mostly rural, with much of the land covered by forests. Just south of Silver Lake, the Kingston/Plymouth Line of the MBTA's Commuter Rail service to Boston passes through the town, with the nearest stop being in Halifax. lympton is a member of the Silver Lake Regional School District, which also includes the towns of Kingston and Halifax. Each town is responsible for its own elementary school, with a middle and high school shared between all three towns. Plympton operates the Dennett Elementary School for students from kindergarten through sixth grade. Both the Silver Lake Regional Middle School and the Silver Lake Regional High School are located in neighboring Kingston.","https://en.wikipedia.org/wiki/Plympton,_Massachusetts","Plympton is a town in Plymouth County, Massachusetts. Plympton is approximately 35 mi (56 km) south of Boston and east of Providence, Rhode Island. Plympton is mostly rural, with much of the land covered by forests. Just south of Silver Lake, the Kingston/Plymouth Line of the MBTA's Commuter Rail service to Boston passes through the town, with the nearest stop being in Halifax. lympton is a member of the Silver Lake Regional School District, which also includes the towns of Kingston and Halifax. Each town is responsible for its own elementary school, with a middle and high school shared between all three towns. Plympton operates the Dennett Elementary School for students from kindergarten through sixth grade. Both the Silver Lake Regional Middle School and the Silver Lake Regional High School are located in neighboring Kingston.","https://en.wikipedia.org/wiki/Plympton,_Massachusetts","https://commons.wikimedia.org/wiki/File:The_Country_Store,_Plympton_MA.jpg",,https://commons.wikimedia.org/wiki/File:Plympton_MA_Town_Hall.jpg,"https://commons.wikimedia.org/wiki/File:Plympton_Green,_MA.jpg",60,1025,1100,1450,1800,2100,2400,2725,,-70.8101,41.9636,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Plympton_Green%2C_MA.jpg/120px-Plympton_Green%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Plympton Green, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/The_Country_Store%2C_Plympton_MA.jpg/120px-The_Country_Store%2C_Plympton_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"The Country Store, Plympton MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Plympton_MA_Town_Hall.jpg/120px-Plympton_MA_Town_Hall.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Plympton MA Town Hall,"T.S. Custadio aka <a href=""https://en.wikipedia.org/wiki/User:ToddC4176"" class=""extiw"" title=""en:User:ToddC4176"">ToddC4176</a> at <a class=""external text"" href=""https://en.wikipedia.org"">en.wikipedia</a>",File Upload Bot (Magnus Manske)
Randolph,02368,0,4,4,32,0,456,4,1,42.1785,-71.0559,"The city of Randolph is a suburban city in Norfolk County, Massachusetts. At the 2010 census, the town population was 32,158. Randolph has a high school serving grades 9-12 (Randolph High School), a middle school serving grades 6, 7, and 8 (Randolph Community Middle School), and four elementary schools serving grades K-5. Commuter rail service to South Station, Boston, is available on the Middleboro line from the Holbrook/Randolph Rail Station located on the Holbrook/Randolph Town line and Union Street (Route 139). The MBTA Red Line is accessible in Braintree and Quincy. Randolph is a member of the Massachusetts Bay Transportation Authority (MBTA) which provides fixed route service to Quincy Adams, Quincy Center and Ashmont Stations. Randolph is served by Bus 240 from Ashmont Station and the 238 Bus from Quincy Center Station. The MBTA also provides THE RIDE, a paratransit service for the elderly and disabled. The Brockton Area Transit Authority (BAT) provides bus service to Brockton from Ashmont and vice versa.

",https://www.randolph-ma.gov/,,"https://en.wikipedia.org/wiki/Randolph,_Massachusetts",,https://commons.wikimedia.org/wiki/File:Randolph_Town_Hall.JPG,"https://commons.wikimedia.org/wiki/File:Holbrook_-_Randolph_MBTA_station,_Randolph_MA.jpg","https://commons.wikimedia.org/wiki/File:Cochato_River,_Randolph_MA.jpg",30,1575,1725,2100,2600,2800,3200,3650,,-71.0559,42.1785,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Randolph_Town_Hall.JPG/120px-Randolph_Town_Hall.JPG,Public domain,,Randolph Town Hall,"<a href=""//commons.wikimedia.org/wiki/User:Marcbela"" title=""User:Marcbela"">Marcbela</a> (Marc N. Belanger)",Marcbela,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Cochato_River%2C_Randolph_MA.jpg/120px-Cochato_River%2C_Randolph_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Cochato River, Randolph MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Holbrook_-_Randolph_MBTA_station%2C_Randolph_MA.jpg/120px-Holbrook_-_Randolph_MBTA_station%2C_Randolph_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Holbrook - Randolph MBTA station, Randolph MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
Rockland,02370,0,,3,50,0,147,3,1,42.1295,-70.91,"Rockland is a town in Plymouth County, Massachusetts. The population was 17,489 at the 2010 census. Rockland operates its own school system for the town's approximately 2,500 students. There are three elementary schools (Jefferson, Memorial Park and R. Stewart Esten) which serve students from kindergarten to fourth grade. The John W. Rogers Middle School is located adjacent to Memorial Park, in a new facility completed in 2012 and connected to the high school. It serves fifth through eighth grades. A newly renovated Rockland Senior High School serves ninth through twelfth grade students. The commuter rail passes through neighboring Weymouth, Abington and Whitman, as part of the Kingston-Route 3 line of the MBTA's commuter rail. There are stops in South Weymouth (alongside the Naval Air Station) and Abington (just south of Route 123), not far from the town line. ",https://www.rockland-ma.gov/,,"https://en.wikipedia.org/wiki/Rockland,_Massachusetts",https://commons.wikimedia.org/wiki/File:Rockland_Union_Street.jpg,"https://commons.wikimedia.org/wiki/File:Union_Street,_Rockland_MA.jpg",,,,1450,1600,1950,2425,2600,2975,3375,,-70.91,42.1295,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Union_Street%2C_Rockland_MA.jpg/120px-Union_Street%2C_Rockland_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Union Street, Rockland MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Rockland_Union_Street.jpg/120px-Rockland_Union_Street.jpg,Public domain,,Rockland Union Street,"<a href=""//commons.wikimedia.org/wiki/User:Marcbela"" title=""User:Marcbela"">Marcbela</a> (Marc N. Belanger)",Marcbela,,,,,,
South Easton,02375,1,3,2,77,0,66,2,2,42.041,-71.0778,"Easton is a town in Bristol County, Massachusetts. The population was 23,112 at the 2010 census. aston has a public school system. There are three elementary schools serving kindergarten through second grade: Moreau Hall Elementary School at Daley Corner, Parkview Elementary School in North Easton, and Center Elementary School in Easton Center. The two schools serving grades 3-5: Frederick Law Olmsted School and Henry Hobson Richardson School, both located in North Easton's school area, are now considered one school, known as ""Richardson-Olmsted."" Grades 6 through 8 attend Easton Middle School, and high school students attend Oliver Ames High School. The high school is Oliver Ames High School. Easton is served by the following highways that run through the town: Routes 106, 123 and 138. Additionally, the town is served by two major highways which run just outside its border, Route 24 to the east and Interstate 495 to the south.",https://www.easton.ma.us/,,"https://en.wikipedia.org/wiki/Easton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Oakes_Ames_Memorial_Hall_and_Ames_Free_Library_(North_Easton,_MA).JPG",,,,55,1025,1050,1400,1925,2050,2350,2675,,-71.0778,42.041,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Oakes_Ames_Memorial_Hall_and_Ames_Free_Library_%28North_Easton%2C_MA%29.JPG/120px-Oakes_Ames_Memorial_Hall_and_Ames_Free_Library_%28North_Easton%2C_MA%29.JPG,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,"Oakes Ames Memorial Hall and Ames Free Library (North Easton, MA)","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",Daderot,,,,,,
