zip_code,town,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark,extra,school_thumbnail,school_license,school_license_url,school_description,school_artist,school_username,open_space_or_landmark_thumbnail,open_space_or_landmark_license,open_space_or_landmark_license_url,open_space_or_landmark_description,open_space_or_landmark_artist,open_space_or_landmark_username,street_thumbnail,street_license,street_license_url,street_description,street_artist,street_username,town_square_thumbnail,town_square_license,town_square_license_url,town_square_description,town_square_artist,town_square_username
2770,ROCHESTER,,https://www.townofrochestermass.com/,"Rochester is a town in Plymouth County, Massachusetts. The nearest inter-city (Amtrak) passenger rail station is in Providence; however, the terminus of the Middleborough-Lakeville line of the MBTA's commuter rail is nearby, providing direct service to Boston. Rochester is a member of the 2,700-student Old Rochester Regional School District. The town, along with Marion and Mattapoisett, operate as a single school system with each town having its own school subcommittee. The town operates Rochester Memorial School for kindergarten through sixth-grade students. Seventh- and eighth-grade students attend Old Rochester Regional Junior High School, and high school students attend Old Rochester Regional High School. In addition to public schools, high school students may also choose to attend Old Colony Regional Vocational Technical High School, located in North Rochester.  ","https://en.wikipedia.org/wiki/Rochester,_Massachusetts#Transportation","https://commons.wikimedia.org/wiki/File:Plumb_Corner_Market,_Rochester_MA.jpg",https://en.wikipedia.org/wiki/Old_Rochester_Regional_High_School#/media/File:Orrhs.jpg,,"https://commons.wikimedia.org/wiki/File:Leonard%27s_Pond,_Rochester_MA.jpg",,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Orrhs.jpg/120px-Orrhs.jpg,PD,,Orrhs,,Jashley831,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Leonard%27s_Pond%2C_Rochester_MA.jpg/120px-Leonard%27s_Pond%2C_Rochester_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Leonard's Pond, Rochester MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Plumb_Corner_Market%2C_Rochester_MA.jpg/120px-Plumb_Corner_Market%2C_Rochester_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Plumb Corner Market, Rochester MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,,,,,,
2131,ROSLINDALE,,https://www.boston.gov/neighborhood/roslindale,"Roslindale is a primarily residential neighborhood of Boston, Massachusetts, bordered by Jamaica Plain, Hyde Park, West Roxbury and Mattapan. It is served by an MBTA Commuter Railline, several MBTA bus lines and the MBTA Orange Line in nearby Jamaica Plain. ",https://en.wikipedia.org/wiki/Roslindale,https://commons.wikimedia.org/wiki/File:BostonMA_RoslindaleCommunityCenter.jpg,,"https://commons.wikimedia.org/wiki/File:MBTA_1701_at_Roslindale_Village_station,_September_2012.jpg",https://commons.wikimedia.org/wiki/File:BostonMA_Roslindale_AdamsPark.jpg,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/BostonMA_Roslindale_AdamsPark.jpg/120px-BostonMA_Roslindale_AdamsPark.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,BostonMA Roslindale AdamsPark,"<a href=""//commons.wikimedia.org/wiki/User:Magicpiano"" title=""User:Magicpiano"">User:Magicpiano</a>",Magicpiano,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/BostonMA_RoslindaleCommunityCenter.jpg/120px-BostonMA_RoslindaleCommunityCenter.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,BostonMA RoslindaleCommunityCenter,"<a href=""//commons.wikimedia.org/wiki/User:Magicpiano"" title=""User:Magicpiano"">User:Magicpiano</a>",Magicpiano,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/MBTA_1701_at_Roslindale_Village_station%2C_September_2012.jpg/120px-MBTA_1701_at_Roslindale_Village_station%2C_September_2012.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"MBTA 1701 at Roslindale Village station, September 2012","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/71187350@N08"">Matthew in Boston</a>",Pi1415926535
2066,SCITUATE,,https://www.scituatema.gov/,"Scituate  is a seacoast town in Plymouth County, Massachusetts, United States, on the South Shore, midway between Boston and Plymouth.  There are two MBTA commuter rail stations. One is just off Route 3A in North Scituate, and the other is just east of the intersection of Routes 3A and 123 in the Greenbush neighborhood, which is the line's eastern terminus. The line is connected to an existing line in Braintree, providing service to South Station in Boston. Scituate's public schools provide co-ed classes for grades K–12. Hatherly Elementary School, Cushing Elementary School, Wampatuck Elementary School and (the most recently opened) Jenkins Elementary School serve grades K–5, the newly opened Lester J. Gates Middle School, which bears the same name as the old Intermediate school, serves grades six through eight and was opened just in time for the 2017-2018 school year. Scituate High School serves 9–12. High school students may also choose to attend South Shore Vocational Technical High School in Hanover free of charge.","https://en.wikipedia.org/wiki/Scituate,_Massachusetts","https://commons.wikimedia.org/wiki/File:Leaving_the_Greenbush_MBTA_station,_Scituate_MA.jpg",https://scituate.wickedlocal.com/news/20180917/scituate-elementary-schools-will-be-studied?template=ampart,"https://commons.wikimedia.org/wiki/File:First_Baptist_Church,_North_Scituate_MA.jpg",https://www.flickr.com/photos/masstravel/14125255504,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Leaving_the_Greenbush_MBTA_station%2C_Scituate_MA.jpg/120px-Leaving_the_Greenbush_MBTA_station%2C_Scituate_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Leaving the Greenbush MBTA station, Scituate MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/First_Baptist_Church%2C_North_Scituate_MA.jpg/120px-First_Baptist_Church%2C_North_Scituate_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"First Baptist Church, North Scituate MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
2067,SHARON,,https://www.townofsharon.net/,"Sharon is a town in Norfolk County, Massachusetts, United States. Sharon is part of Greater Boston, about 17 miles southwest of downtown Boston. The Town of Sharon looks like a typical New England town--its central Post Office Square marked by three tall white church spires, its tree-lined streets leafing green in summer and traced with delicate white lace in winter. Yet this picture postcard comes to life as a busy commuter town of professionals, academics, civil servants, and business people as well as local enterprises, restauranteurs, artists, and active participants in a network of civic organizations. 
Sharon, located 22 miles south of Boston, and almost midway between Boston and Providence, has access to Boston and Providence via MBTA commuter trains stopping at the Sharon station.  An Interfaith Clergy Council and an ""Affirming Diversity"" group foster cooperative understanding among several varieties of  Christian and Jewish congregations, an Islamic mosque, and a Unitarian church as well as adherents of Eastern religions, and the group sponsors an annual Martin Luther King Day Celebration.  The Sharon Public Schools system has twelve schools. Grades K-5 attend one of the three elementary schools: East, Cottage, and Heights. Grades 6-8 attend one of one middle school: Sharon Middle School, and grades 9-12 attend one high school: Sharon High School. The middle school and high school sports teams are known as the Eagles. The school system is noted for its outstanding academic performance and learning curriculum. In 2011, Sharon High School was awarded the National Blue Ribbon Schools award by the U.S. Department of Education.
own.","https://en.wikipedia.org/wiki/Sharon,_Massachusetts",https://commons.wikimedia.org/wiki/File:Sharon_MA_Town_Center.jpg,"https://commons.wikimedia.org/wiki/File:Sharon_High_School,_Sharon_MA.jpg","https://commons.wikimedia.org/wiki/File:Sharon_MBTA_station,_Sharon_MA.jpg","https://commons.wikimedia.org/wiki/File:Lake_Massapoag,_Sharon_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Sharon_High_School%2C_Sharon_MA.jpg/120px-Sharon_High_School%2C_Sharon_MA.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Sharon High School, Sharon MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Lake_Massapoag%2C_Sharon_MA.jpg/120px-Lake_Massapoag%2C_Sharon_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Lake Massapoag, Sharon MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Sharon_MA_Town_Center.jpg/120px-Sharon_MA_Town_Center.jpg,Public domain,,Sharon MA Town Center,"<a href=""//commons.wikimedia.org/wiki/User:Marcbela"" title=""User:Marcbela"">Marcbela</a> (Marc N. Belanger)",Marcbela,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Sharon_MBTA_station%2C_Sharon_MA.jpg/120px-Sharon_MBTA_station%2C_Sharon_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Sharon MBTA station, Sharon MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1770,SHERBORN,,https://www.sherbornma.org/,"Sherborn is a town in Middlesex County, Massachusetts, United States. It is in area code 508 and has the ZIP code 01770.  The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. [1] Sherborn shares its highly ranked public school system with the town of Dover. In addition to Dover, Sherborn is bordered by the towns of Natick, Framingham, Ashland, Millis, Holliston, and Medfield. Sherborn is a small, semi-rural town (pop. 4,500) located about 18 miles west of Boston. Primarily a farming community until the early part of this century, it now is a bedroom town for Boston and the surrounding hi-tech area.","https://en.wikipedia.org/wiki/Sherborn,_Massachusetts","https://en.wikipedia.org/wiki/Sherborn,_Massachusetts#/media/File:Sherborn_Center.jpg",https://www.doversherborn.org/page.cfm?p=1160,"https://commons.wikimedia.org/wiki/File:Sawin-Bullen-Bullard_House,_Sherborn_MA.jpg",https://www.flickr.com/photos/masstravel/14476873779,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Sherborn_Center.jpg/120px-Sherborn_Center.jpg,Public domain,,Sherborn Center,"<a href=""//commons.wikimedia.org/wiki/User:Marcbela"" title=""User:Marcbela"">Marcbela</a> (Marc N. Belanger)",Marcbela,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Sawin-Bullen-Bullard_House%2C_Sherborn_MA.jpg/120px-Sawin-Bullen-Bullard_House%2C_Sherborn_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Sawin-Bullen-Bullard House, Sherborn MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1772,SOUTHBOROUGH,,https://www.southboroughtown.com/,"Southborough is a town in Worcester County, Massachusetts, United States. It incorporates the smaller villages of Cordaville, Fayville, and Southville. Southborough was named Number 31 in the nation on CNN Money's ""100 Best Places to Live"" in 2009. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. Southborough has six public schools. The four elementary and middle schools are inside town limits; the two high schools are regional schools in adjoining towns.","https://en.wikipedia.org/wiki/Southborough,_Massachusetts","https://commons.wikimedia.org/wiki/File:Town_House_and_Congregational_Church,_Southborough_MA.jpg",https://www.nsboro.k12.ma.us/woodward,https://es.m.wikipedia.org/wiki/Archivo:Center_of_Southborough_Massachusetts.jpg,https://www.flickr.com/photos/mysouthborough/2939432327,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Town_House_and_Congregational_Church%2C_Southborough_MA.jpg/120px-Town_House_and_Congregational_Church%2C_Southborough_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Town House and Congregational Church, Southborough MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Center_of_Southborough_Massachusetts.jpg/120px-Center_of_Southborough_Massachusetts.jpg,CC-BY-SA-3.0,http://creativecommons.org/licenses/by-sa/3.0/,Center of Southborough Massachusetts,"<a href=""//commons.wikimedia.org/w/index.php?title=Template:Sfoskett~commonswiki&amp;action=edit&amp;redlink=1"" class=""new"" title=""Template:Sfoskett~commonswiki (page does not exist)"">Template:Sfoskett~commonswiki</a>",Sfoskett~commonswiki
1775,STOW,,https://www.stow-ma.gov/,"Stow is a town in Middlesex County, Massachusetts, United States. The town is located 21 miles west of Boston, in the MetroWest region of Massachusetts. The population was 6,590 at the 2010 census. Stow was officially incorporated in 1683 with an area of approximately 40 square miles.  Stow is a member of the Nashoba Regional School District, also serving the towns of Lancaster and Bolton. Stow is home to The Center School (PK-5), Hale Middle School (6-8), and Nashoba Regional High School (9-12).

","https://en.wikipedia.org/wiki/Stow,_Massachusetts",https://commons.wikimedia.org/wiki/File:Stow_MA_town_center.jpg,"https://commons.wikimedia.org/wiki/File:The_Center_School,_Stow_MA.jpg",https://commons.wikimedia.org/wiki/File:Stow_MA_Town_Hall.jpg,"https://commons.wikimedia.org/wiki/File:Randall_Library,_Stow_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/The_Center_School%2C_Stow_MA.jpg/120px-The_Center_School%2C_Stow_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"The Center School, Stow MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Randall_Library%2C_Stow_MA.jpg/120px-Randall_Library%2C_Stow_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Randall Library, Stow MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Stow_MA_town_center.jpg/120px-Stow_MA_town_center.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Stow MA town center,"<a href=""//commons.wikimedia.org/wiki/User:Tim_Pierce"" title=""User:Tim Pierce"">Tim Pierce</a>",Tim Pierce,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Stow_MA_Town_Hall.jpg/120px-Stow_MA_Town_Hall.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Stow MA Town Hall,"<a href=""//commons.wikimedia.org/wiki/User:Tim_Pierce"" title=""User:Tim Pierce"">Tim Pierce</a>",Tim Pierce
1776,SUDBURY,,"https://en.wikipedia.org/wiki/Sudbury,_Massachusetts","Sudbury is a town in Middlesex County, Massachusetts, United States. With the exception of specialized transportation provided by the Council on Aging, Sudbury is currently car-dependent.  Sudbury students in kindergarten through eighth grade attend Sudbury Public Schools, while high school students attend schools in the Lincoln-Sudbury Regional School District, which was established in 1954, integrating the former Sudbury High School with that of the nearby town of Lincoln, Massachusetts. In 2011, Boston magazine ranked Sudbury's school system 4th in the state, in both of its categories(classroom/academics & Testing/Achievement scores). In subsequent (as well as many prior years) Sudbury is perennially ranked as a 'Top 20' Massachusetts school system. ","https://en.wikipedia.org/wiki/Sudbury,_Massachusetts","https://commons.wikimedia.org/wiki/File:Loring_Parsonage,_Sudbury_MA.jpg","https://commons.wikimedia.org/wiki/File:Lincoln-Sudbury_Regional_High_School,_Sudbury_MA.jpg","https://commons.wikimedia.org/wiki/File:Goodnow_Library,_South_Sudbury_MA.jpg","https://commons.wikimedia.org/wiki/File:Sudbury_Town_Hall,_Sudbury_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Lincoln-Sudbury_Regional_High_School%2C_Sudbury_MA.jpg/120px-Lincoln-Sudbury_Regional_High_School%2C_Sudbury_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Lincoln-Sudbury Regional High School, Sudbury MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Sudbury_Town_Hall%2C_Sudbury_MA.jpg/120px-Sudbury_Town_Hall%2C_Sudbury_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Sudbury Town Hall, Sudbury MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Loring_Parsonage%2C_Sudbury_MA.jpg/120px-Loring_Parsonage%2C_Sudbury_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Loring Parsonage, Sudbury MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Goodnow_Library%2C_South_Sudbury_MA.jpg/120px-Goodnow_Library%2C_South_Sudbury_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Goodnow Library, South Sudbury MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1907,SWAMPSCOTT,,http://www.swampscottma.gov/,"Swampscott is a town in Essex County, Massachusetts, United States located 15 miles  up the coast from Boston in an area known as the North Shore. The closest access to the subway is the Blue Line at Wonderland station in Revere, Massachusetts. The town is served by numerous MBTA bus routes which lead into the surrounding towns. Swampscott is a beautiful and tranquil seaside community of 13,800 residents located 15 miles northeast of Boston along the coastline of the Atlantic Ocean. Swampscott offers a friendly, welcoming and nurturing family environment, an excellent pre-school to grade 12 public educational system, superb public safety and support systems, abundant youth sports opportunities and a town government which is responsive to the needs of its citizens.The MBTA provides passenger rail service from Boston's North Station with the Swampscott station on its Newburyport/Rockport Line, as well as several bus lines. An abandoned 4-mile branch of the Boston & Maine Railroad originating in Swampscott serves as Marblehead rail trail.","https://en.wikipedia.org/wiki/Swampscott,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_129_eastbound_in_Swampscott_MA.jpg,http://www.smma.com/work/inter-generational-learning,"https://en.wikipedia.org/wiki/Swampscott,_Massachusetts#/media/File:Swampscott_Public_Library.jpg",https://www.flickr.com/photos/momentsnotice/16532482963,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/MA_Route_129_eastbound_in_Swampscott_MA.jpg/120px-MA_Route_129_eastbound_in_Swampscott_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,MA Route 129 eastbound in Swampscott MA,"<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Swampscott_Public_Library.jpg/120px-Swampscott_Public_Library.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Swampscott Public Library,"<a href=""//commons.wikimedia.org/wiki/User:Ethomsen"" title=""User:Ethomsen"">Elizabeth B. Thomsen</a>",Ethomsen
1983,TOPSFIELD,,https://www.topsfield-ma.gov/about-topsfield,"Nestled in the heart of the North Shore, Topsfield is a small rural town with a strong sense of community.  Topsfield is located approximately 10 miles (16 km) north of Salem and 22 miles (35 km) north of Boston. The town lies west of the Newburyport/Rockport Line of the MBTA Commuter Rail.It's the home of America's Oldest Agricultural Fair, The Topsfield Fair and features pristine rivers and rolling hills. Popular locations for hiking and outdoor activities are the Ipswich River Wildlife Sanctuary under the auspicies of the Massachusetts Audubon Society, Bradley Palmer State Park and Willowdale State Forest. Other places of interest include the historic Parson Capen House and Gould Barn. Topsfield has two public elementary schools: Steward School located on Perkins Row, serving preschool through third grade; and Proctor Elementary School located in downtown Topsfield, serving fourth through sixth grade.","https://en.wikipedia.org/wiki/Topsfield,_Massachusetts","https://commons.wikimedia.org/wiki/File:Coolidge_Estate,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Proctor_School,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Topsfield_Fair,_2013,_Topsfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Topsfield_Fair,_2013,_Topsfield_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Proctor_School%2C_Topsfield_MA.jpg/120px-Proctor_School%2C_Topsfield_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Proctor School, Topsfield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Topsfield_Fair%2C_2013%2C_Topsfield_MA.jpg/120px-Topsfield_Fair%2C_2013%2C_Topsfield_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Topsfield Fair, 2013, Topsfield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Coolidge_Estate%2C_Topsfield_MA.jpg/120px-Coolidge_Estate%2C_Topsfield_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Coolidge Estate, Topsfield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Topsfield_Fair%2C_2013%2C_Topsfield_MA.jpg/120px-Topsfield_Fair%2C_2013%2C_Topsfield_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Topsfield Fair, 2013, Topsfield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
1880,WAKEFIELD,,http://www.wakefield.ma.us/about-wakefield,"Wakefield, Massachusetts, a scenic town 10 miles north of Boston, is conveniently located at the intersection of two major highways (I-93 and I-95/128) and is easily accessible by commuter rail (MBTA) from Boston. Wakefield has preserved much of its historic New England charm and is recognized for its strong community involvement, quality school system, thriving businesses, public library, and beautiful Lake Quannapowitt. An MBTA Commuter Rail station on the Haverhill/Reading Line is located near the center of town as well as a second station in the Greenwood section. A former Boston and Maine Railroad station located east of this line is now on the National Register of Historic Places. Several MBTA buses on Route 136 and Route 137 run to surrounding communities, including the nearby Oak Grove stop as well as Malden Center, both rapid transit stations on the Orange Line. The route 428 bus from Oaklandvale in nearby Saugus to Haymarket in downtown Boston stops on Farm Street in front of Wakefield High School; this bus route runs express to Haymarket. akefield is home to two high schools: one public school (Wakefield High School), and one regional vocational school (Northeast Vocational). Wakefield contains one middle school, Galvin Middle School, and five elementary schools, Greenwood, Walton, Woodville, Dolbeare, and Doyle.[51]

","https://en.wikipedia.org/wiki/Wakefield,_Massachusetts#Transportation","https://commons.wikimedia.org/wiki/File:House_at_9_White_Avenue,_Wakefield_MA.jpg","https://en.wikipedia.org/wiki/Wakefield_Memorial_High_School#/media/File:Wakefield_High_School,_Wakefield_MA.jpg","https://commons.wikimedia.org/wiki/File:Hiker_Wakefield,_MA.JPG","https://commons.wikimedia.org/wiki/File:Wakefield_Common,_Wakefield_MA.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Wakefield_High_School%2C_Wakefield_MA.jpg/120px-Wakefield_High_School%2C_Wakefield_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Wakefield High School, Wakefield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Wakefield_Common%2C_Wakefield_MA.jpg/120px-Wakefield_Common%2C_Wakefield_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Wakefield Common, Wakefield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/House_at_9_White_Avenue%2C_Wakefield_MA.jpg/120px-House_at_9_White_Avenue%2C_Wakefield_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"House at 9 White Avenue, Wakefield MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Hiker_Wakefield%2C_MA.JPG/120px-Hiker_Wakefield%2C_MA.JPG,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Hiker Wakefield, MA","<a href=""//commons.wikimedia.org/w/index.php?title=User:Drew_McRae&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Drew McRae (page does not exist)"">Drew McRae</a>",Drew McRae
2081,WALPOLE,,https://www.walpole-ma.gov/,"Walpole is a town in Norfolk County, Massachusetts,  Walpole is located about 13 miles south of Downtown Boston and 23.5 miles north of Providence, Rhode Island. Commuter rail service from Boston's South Station is provided by the MBTA with the Walpole and Plimptonville stops on its Franklin Line. The 34E bus route also runs through Walpole, terminating in the center of town. Walpole is bordered by: Dover to the North, Westwood, Canton and Norwood to the Northeast, Sharon to the East, Foxboro to the South, Norfolk and Medfield to the West. The four elementary schools in Walpole include Old Post Road School, Elm Street School, Boyden School, and Fisher School. ","https://en.wikipedia.org/wiki/Walpole,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street_looking_south,_Walpole_MA.jpg","https://en.wikipedia.org/wiki/Walpole,_Massachusetts","https://commons.wikimedia.org/wiki/File:Walpole_Public_Library,_Walpole_MA.jpg","https://commons.wikimedia.org/wiki/File:Walpole_MBTA_Station,_MA.jpg",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Walpole_MBTA_Station%2C_MA.jpg/120px-Walpole_MBTA_Station%2C_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Walpole MBTA Station, MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Main_Street_looking_south%2C_Walpole_MA.jpg/120px-Main_Street_looking_south%2C_Walpole_MA.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Main Street looking south, Walpole MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Walpole_Public_Library%2C_Walpole_MA.jpg/120px-Walpole_Public_Library%2C_Walpole_MA.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Walpole Public Library, Walpole MA","<a href=""//commons.wikimedia.org/wiki/User:Faolin42"" title=""User:Faolin42"">John Phelan</a>",Faolin42
